year;month;date_fraction;monthly_mean_total;monthly_mean_deviation;number_of_observations;definiteve_provisional_marker
1754;2;1.754.123;   5.0; -1.0;-1;1
1754;3;1.754.204;   2.8; -1.0;-1;1
1754;4;1.754.288;  22.8; -1.0;-1;1
1754;5;1.754.371;  34.5; -1.0;-1;1
1754;6;1.754.455;  44.5; -1.0;-1;1
1754;7;1.754.538;  31.3; -1.0;-1;1
1754;8;1.754.623;  20.5; -1.0;-1;1
1754;9;1.754.707;  13.7; -1.0;-1;1
1754;10;1.754.790;  40.2; -1.0;-1;1
1754;11;1.754.874;  22.0; -1.0;-1;1
1754;12;1.754.958;   7.0; -1.0;-1;1
1755;1;1.755.042;  17.0; -1.0;-1;1
1755;2;1.755.123;  18.7; -1.0;-1;1
1755;3;1.755.204;  11.3; -1.0;-1;1
1755;4;1.755.288;  10.8; -1.0;-1;1
1755;5;1.755.371;   0.0; -1.0;-1;1
1755;6;1.755.455;   0.0; -1.0;-1;1
1755;7;1.755.538;  14.3; -1.0;-1;1
1755;8;1.755.623;   5.3; -1.0;-1;1
1755;9;1.755.707;  29.7; -1.0;-1;1
1755;10;1.755.790;  39.5; -1.0;-1;1
1755;11;1.755.874;  11.3; -1.0;-1;1
1755;12;1.755.958;  33.3; -1.0;-1;1
1756;1;1.756.042;  20.8; -1.0;-1;1
1756;2;1.756.124;  11.8; -1.0;-1;1
1756;3;1.756.206;   9.0; -1.0;-1;1
1756;4;1.756.290;  15.7; -1.0;-1;1
1756;5;1.756.373;  20.8; -1.0;-1;1
1756;6;1.756.456;  21.5; -1.0;-1;1
1756;7;1.756.540;   6.0; -1.0;-1;1
1756;8;1.756.624;  10.7; -1.0;-1;1
1756;9;1.756.708;  19.7; -1.0;-1;1
1756;10;1.756.791;  23.8; -1.0;-1;1
1756;11;1.756.874;  28.3; -1.0;-1;1
1756;12;1.756.958;  15.7; -1.0;-1;1
1757;1;1.757.042;  23.5; -1.0;-1;1
1757;2;1.757.123;  35.3; -1.0;-1;1
1757;3;1.757.204;  43.7; -1.0;-1;1
1757;4;1.757.288;  50.0; -1.0;-1;1
1757;5;1.757.371;  63.5; -1.0;-1;1
1757;6;1.757.455;  21.3; -1.0;-1;1
1757;7;1.757.538;  41.7; -1.0;-1;1
1757;8;1.757.623;  85.5; -1.0;-1;1
1757;9;1.757.707;  66.2; -1.0;-1;1
1757;10;1.757.790;  54.2; -1.0;-1;1
1757;11;1.757.874; 107.8; -1.0;-1;1
1757;12;1.757.958;  55.8; -1.0;-1;1
1758;1;1.758.042;  62.7; -1.0;-1;1
1758;2;1.758.123;  86.7; -1.0;-1;1
1758;3;1.758.204;  81.7; -1.0;-1;1
1758;4;1.758.288; 120.5; -1.0;-1;1
1758;5;1.758.371;  77.3; -1.0;-1;1
1758;6;1.758.455;  75.0; -1.0;-1;1
1758;7;1.758.538;  73.3; -1.0;-1;1
1758;8;1.758.623;  64.5; -1.0;-1;1
1758;9;1.758.707; 104.2; -1.0;-1;1
1758;10;1.758.790;  62.8; -1.0;-1;1
1758;11;1.758.874;  71.7; -1.0;-1;1
1758;12;1.758.958;  71.7; -1.0;-1;1
1759;1;1.759.042;  80.5; -1.0;-1;1
1759;2;1.759.123;  73.3; -1.0;-1;1
1759;3;1.759.204;  78.0; -1.0;-1;1
1759;4;1.759.288;  78.3; -1.0;-1;1
1759;5;1.759.371;  81.7; -1.0;-1;1
1759;6;1.759.455;  83.3; -1.0;-1;1
1759;7;1.759.538;  85.0; -1.0;-1;1
1759;8;1.759.623; 118.8; -1.0;-1;1
1759;9;1.759.707; 128.7; -1.0;-1;1
1759;10;1.759.790;  99.5; -1.0;-1;1
1759;11;1.759.874;  77.2; -1.0;-1;1
1759;12;1.759.958;  95.0; -1.0;-1;1
1760;1;1.760.042; 112.2; -1.0;-1;1
1760;2;1.760.124;  99.2; -1.0;-1;1
1760;3;1.760.206; 124.5; -1.0;-1;1
1760;4;1.760.290;  97.2; -1.0;-1;1
1760;5;1.760.373; 120.0; -1.0;-1;1
1760;6;1.760.456;  80.5; -1.0;-1;1
1760;7;1.760.540; 110.0; -1.0;-1;1
1760;8;1.760.624; 126.0; -1.0;-1;1
1760;9;1.760.708; 102.2; -1.0;-1;1
1760;10;1.760.791;  84.3; -1.0;-1;1
1760;11;1.760.874;  99.5; -1.0;-1;1
1760;12;1.760.958; 101.7; -1.0;-1;1
1761;1;1.761.042; 116.7; -1.0;-1;1
1761;2;1.761.123; 151.7; -1.0;-1;1
1761;3;1.761.204; 134.5; -1.0;-1;1
1761;4;1.761.288; 119.5; -1.0;-1;1
1761;5;1.761.371; 178.7; -1.0;-1;1
1761;6;1.761.455; 165.5; -1.0;-1;1
1761;7;1.761.538; 156.8; -1.0;-1;1
1761;8;1.761.623; 151.8; -1.0;-1;1
1761;9;1.761.707; 167.8; -1.0;-1;1
1761;10;1.761.790; 147.8; -1.0;-1;1
1761;11;1.761.874; 149.5; -1.0;-1;1
1761;12;1.761.958;  76.7; -1.0;-1;1
1762;1;1.762.042;  73.0; -1.0;-1;1
1762;2;1.762.123; 121.3; -1.0;-1;1
1762;3;1.762.204;  76.2; -1.0;-1;1
1762;4;1.762.288; 100.3; -1.0;-1;1
1762;5;1.762.371;  66.5; -1.0;-1;1
1762;6;1.762.455; 128.5; -1.0;-1;1
1762;7;1.762.538;  56.3; -1.0;-1;1
1762;8;1.762.623; 112.8; -1.0;-1;1
1762;9;1.762.707; 114.2; -1.0;-1;1
1762;10;1.762.790; 115.5; -1.0;-1;1
1762;11;1.762.874; 129.7; -1.0;-1;1
1762;12;1.762.958; 128.7; -1.0;-1;1
1763;1;1.763.042;  94.2; -1.0;-1;1
1763;2;1.763.123;  53.2; -1.0;-1;1
1763;3;1.763.204;  57.0; -1.0;-1;1
1763;4;1.763.288;  54.8; -1.0;-1;1
1763;5;1.763.371;  54.5; -1.0;-1;1
1763;6;1.763.455;  59.7; -1.0;-1;1
1763;7;1.763.538;  90.3; -1.0;-1;1
1763;8;1.763.623;  44.2; -1.0;-1;1
1763;9;1.763.707; 113.5; -1.0;-1;1
1763;10;1.763.790;  77.2; -1.0;-1;1
1763;11;1.763.874; 101.5; -1.0;-1;1
1763;12;1.763.958; 102.3; -1.0;-1;1
1764;1;1.764.042;  99.5; -1.0;-1;1
1764;2;1.764.124;  99.5; -1.0;-1;1
1764;3;1.764.206;  67.0; -1.0;-1;1
1764;4;1.764.290;  57.3; -1.0;-1;1
1764;5;1.764.373;  73.8; -1.0;-1;1
1764;6;1.764.456;  50.0; -1.0;-1;1
1764;7;1.764.540;  50.0; -1.0;-1;1
1764;8;1.764.624;  50.0; -1.0;-1;1
1764;9;1.764.708;  47.0; -1.0;-1;1
1764;10;1.764.791;  46.7; -1.0;-1;1
1764;11;1.764.874;  43.3; -1.0;-1;1
1764;12;1.764.958;  42.8; -1.0;-1;1
1765;1;1.765.042;  40.0; -1.0;-1;1
1765;2;1.765.123;  43.3; -1.0;-1;1
1765;3;1.765.204;  41.7; -1.0;-1;1
1765;4;1.765.288;  36.7; -1.0;-1;1
1765;5;1.765.371;  33.7; -1.0;-1;1
1765;6;1.765.455;  33.3; -1.0;-1;1
1765;7;1.765.538;  45.0; -1.0;-1;1
1765;8;1.765.623;  49.5; -1.0;-1;1
1765;9;1.765.707;  26.7; -1.0;-1;1
1765;10;1.765.790;  23.3; -1.0;-1;1
1765;11;1.765.874;  23.3; -1.0;-1;1
1765;12;1.765.958;  21.7; -1.0;-1;1
1766;1;1.766.042;  20.0; -1.0;-1;1
1766;2;1.766.123;  18.3; -1.0;-1;1
1766;3;1.766.204;  61.0; -1.0;-1;1
1766;4;1.766.288;  10.0; -1.0;-1;1
1766;5;1.766.371;  44.7; -1.0;-1;1
1766;6;1.766.455;   5.0; -1.0;-1;1
1766;7;1.766.538;   5.5; -1.0;-1;1
1766;8;1.766.623;   6.7; -1.0;-1;1
1766;9;1.766.707;   7.2; -1.0;-1;1
1766;10;1.766.790;   8.3; -1.0;-1;1
1766;11;1.766.874;   9.5; -1.0;-1;1
1766;12;1.766.958;  32.0; -1.0;-1;1
1767;1;1.767.042;  45.7; -1.0;-1;1
1767;2;1.767.123;  50.0; -1.0;-1;1
1767;3;1.767.204;  71.7; -1.0;-1;1
1767;4;1.767.288;  54.8; -1.0;-1;1
1767;5;1.767.371;  49.7; -1.0;-1;1
1767;6;1.767.455;  55.5; -1.0;-1;1
1767;7;1.767.538;  36.5; -1.0;-1;1
1767;8;1.767.623;  68.0; -1.0;-1;1
1767;9;1.767.707;  71.2; -1.0;-1;1
1767;10;1.767.790;  73.5; -1.0;-1;1
1767;11;1.767.874;  91.2; -1.0;-1;1
1767;12;1.767.958;  88.8; -1.0;-1;1
1768;1;1.768.042;  89.2; -1.0;-1;1
1768;2;1.768.124; 110.2; -1.0;-1;1
1768;3;1.768.206;  77.2; -1.0;-1;1
1768;4;1.768.290;  71.2; -1.0;-1;1
1768;5;1.768.373; 129.5; -1.0;-1;1
1768;6;1.768.456; 129.0; -1.0;-1;1
1768;7;1.768.540;  87.7; -1.0;-1;1
1768;8;1.768.624; 111.3; -1.0;-1;1
1768;9;1.768.708; 124.7; -1.0;-1;1
1768;10;1.768.791; 129.7; -1.0;-1;1
1768;11;1.768.874; 151.0; -1.0;-1;1
1768;12;1.768.958; 186.3; -1.0;-1;1
1769;1;1.769.042; 123.2; -1.0;-1;1
1769;2;1.769.123; 107.0; -1.0;-1;1
1769;3;1.769.204; 107.2; -1.0;-1;1
1769;4;1.769.288; 161.2; -1.0;-1;1
1769;5;1.769.371; 122.7; -1.0;-1;1
1769;6;1.769.455; 157.3; -1.0;-1;1
1769;7;1.769.538; 197.7; -1.0;-1;1
1769;8;1.769.623; 200.5; -1.0;-1;1
1769;9;1.769.707; 248.0; -1.0;-1;1
1769;10;1.769.790; 263.7; -1.0;-1;1
1769;11;1.769.874; 246.8; -1.0;-1;1
1769;12;1.769.958; 186.7; -1.0;-1;1
1770;1;1.770.042; 173.3; -1.0;-1;1
1770;2;1.770.123; 237.5; -1.0;-1;1
1770;3;1.770.204; 133.5; -1.0;-1;1
1770;4;1.770.288;  85.0; -1.0;-1;1
1770;5;1.770.371; 116.8; -1.0;-1;1
1770;6;1.770.455; 138.8; -1.0;-1;1
1770;7;1.770.538; 183.0; -1.0;-1;1
1770;8;1.770.623; 210.5; -1.0;-1;1
1770;9;1.770.707; 174.0; -1.0;-1;1
1770;10;1.770.790; 172.7; -1.0;-1;1
1770;11;1.770.874; 220.3; -1.0;-1;1
1770;12;1.770.958; 170.5; -1.0;-1;1
1771;1;1.771.042;  60.0; -1.0;-1;1
1771;2;1.771.123;  77.0; -1.0;-1;1
1771;3;1.771.204;  77.8; -1.0;-1;1
1771;4;1.771.288; 108.2; -1.0;-1;1
1771;5;1.771.371; 254.5; -1.0;-1;1
1771;6;1.771.455; 199.2; -1.0;-1;1
1771;7;1.771.538; 112.8; -1.0;-1;1
1771;8;1.771.623;  97.5; -1.0;-1;1
1771;9;1.771.707; 169.0; -1.0;-1;1
1771;10;1.771.790; 150.0; -1.0;-1;1
1771;11;1.771.874; 166.2; -1.0;-1;1
1771;12;1.771.958; 159.5; -1.0;-1;1
1772;1;1.772.042; 168.2; -1.0;-1;1
1772;2;1.772.124; 151.3; -1.0;-1;1
1772;3;1.772.206;  51.8; -1.0;-1;1
1772;4;1.772.290; 153.7; -1.0;-1;1
1772;5;1.772.373;  63.3; -1.0;-1;1
1772;6;1.772.456;  95.0; -1.0;-1;1
1772;7;1.772.540; 128.8; -1.0;-1;1
1772;8;1.772.624;  93.7; -1.0;-1;1
1772;9;1.772.708;  84.2; -1.0;-1;1
1772;10;1.772.791; 131.0; -1.0;-1;1
1772;11;1.772.874; 102.2; -1.0;-1;1
1772;12;1.772.958; 106.7; -1.0;-1;1
1773;1;1.773.042;  91.0; -1.0;-1;1
1773;2;1.773.123;  48.3; -1.0;-1;1
1773;3;1.773.204;  85.3; -1.0;-1;1
1773;4;1.773.288;  54.8; -1.0;-1;1
1773;5;1.773.371;  68.5; -1.0;-1;1
1773;6;1.773.455;  47.3; -1.0;-1;1
1773;7;1.773.538;  46.2; -1.0;-1;1
1773;8;1.773.623;  21.2; -1.0;-1;1
1773;9;1.773.707;  48.8; -1.0;-1;1
1773;10;1.773.790;  43.8; -1.0;-1;1
1773;11;1.773.874;  68.2; -1.0;-1;1
1773;12;1.773.958;  72.0; -1.0;-1;1
1774;1;1.774.042;  78.0; -1.0;-1;1
1774;2;1.774.123; 109.0; -1.0;-1;1
1774;3;1.774.204;  92.8; -1.0;-1;1
1774;4;1.774.288;  73.0; -1.0;-1;1
1774;5;1.774.371;  85.5; -1.0;-1;1
1774;6;1.774.455;  47.5; -1.0;-1;1
1774;7;1.774.538;  29.2; -1.0;-1;1
1774;8;1.774.623;  11.0; -1.0;-1;1
1774;9;1.774.707;  13.2; -1.0;-1;1
1774;10;1.774.790;  23.3; -1.0;-1;1
1774;11;1.774.874;  29.5; -1.0;-1;1
1774;12;1.774.958;  20.3; -1.0;-1;1
1775;1;1.775.042;   7.3; -1.0;-1;1
1775;2;1.775.123;   0.0; -1.0;-1;1
1775;3;1.775.204;  19.3; -1.0;-1;1
1775;4;1.775.288;  18.7; -1.0;-1;1
1775;5;1.775.371;   6.5; -1.0;-1;1
1775;6;1.775.455;  20.5; -1.0;-1;1
1775;7;1.775.538;   1.7; -1.0;-1;1
1775;8;1.775.623;  13.2; -1.0;-1;1
1775;9;1.775.707;   5.3; -1.0;-1;1
1775;10;1.775.790;   9.3; -1.0;-1;1
1775;11;1.775.874;  25.2; -1.0;-1;1
1775;12;1.775.958;  13.2; -1.0;-1;1
1776;1;1.776.042;  36.2; -1.0;-1;1
1776;2;1.776.124;  19.3; -1.0;-1;1
1776;3;1.776.206;  10.5; -1.0;-1;1
1776;4;1.776.290;  36.3; -1.0;-1;1
1776;5;1.776.373;  18.7; -1.0;-1;1
1776;6;1.776.456;  31.7; -1.0;-1;1
1776;7;1.776.540;   1.7; -1.0;-1;1
1776;8;1.776.624;  40.3; -1.0;-1;1
1776;9;1.776.708;  26.7; -1.0;-1;1
1776;10;1.776.791;  50.0; -1.0;-1;1
1776;11;1.776.874;  58.3; -1.0;-1;1
1776;12;1.776.958;  66.7; -1.0;-1;1
1777;1;1.777.042;  75.0; -1.0;-1;1
1777;2;1.777.123;  60.8; -1.0;-1;1
1777;3;1.777.204;  65.0; -1.0;-1;1
1777;4;1.777.288; 159.2; -1.0;-1;1
1777;5;1.777.371; 133.8; -1.0;-1;1
1777;6;1.777.455; 134.5; -1.0;-1;1
1777;7;1.777.538; 158.3; -1.0;-1;1
1777;8;1.777.623; 186.7; -1.0;-1;1
1777;9;1.777.707; 193.7; -1.0;-1;1
1777;10;1.777.790; 177.5; -1.0;-1;1
1777;11;1.777.874; 243.3; -1.0;-1;1
1777;12;1.777.958; 262.2; -1.0;-1;1
1778;1;1.778.042; 295.5; -1.0;-1;1
1778;2;1.778.123; 182.2; -1.0;-1;1
1778;3;1.778.204; 223.3; -1.0;-1;1
1778;4;1.778.288; 241.7; -1.0;-1;1
1778;5;1.778.371; 398.2; -1.0;-1;1
1778;6;1.778.455; 286.0; -1.0;-1;1
1778;7;1.778.538; 255.0; -1.0;-1;1
1778;8;1.778.623; 233.3; -1.0;-1;1
1778;9;1.778.707; 286.2; -1.0;-1;1
1778;10;1.778.790; 260.5; -1.0;-1;1
1778;11;1.778.874; 250.5; -1.0;-1;1
1778;12;1.778.958; 175.0; -1.0;-1;1
1779;1;1.779.042; 191.2; -1.0;-1;1
1779;2;1.779.123; 276.2; -1.0;-1;1
1779;3;1.779.204; 196.7; -1.0;-1;1
1779;4;1.779.288; 241.7; -1.0;-1;1
1779;5;1.779.371; 233.3; -1.0;-1;1
1779;6;1.779.455; 189.5; -1.0;-1;1
1779;7;1.779.538; 238.3; -1.0;-1;1
1779;8;1.779.623; 186.7; -1.0;-1;1
1779;9;1.779.707; 185.0; -1.0;-1;1
1779;10;1.779.790; 206.7; -1.0;-1;1
1779;11;1.779.874; 190.0; -1.0;-1;1
1779;12;1.779.958; 183.3; -1.0;-1;1
1780;1;1.780.042; 116.7; -1.0;-1;1
1780;2;1.780.124; 163.3; -1.0;-1;1
1780;3;1.780.206; 163.3; -1.0;-1;1
1780;4;1.780.290; 158.3; -1.0;-1;1
1780;5;1.780.373; 178.7; -1.0;-1;1
1780;6;1.780.456; 146.7; -1.0;-1;1
1780;7;1.780.540; 143.3; -1.0;-1;1
1780;8;1.780.624; 143.3; -1.0;-1;1
1780;9;1.780.708; 156.2; -1.0;-1;1
1780;10;1.780.791; 128.3; -1.0;-1;1
1780;11;1.780.874; 100.0; -1.0;-1;1
1780;12;1.780.958;  97.8; -1.0;-1;1
1781;1;1.781.042; 164.5; -1.0;-1;1
1781;2;1.781.123; 124.5; -1.0;-1;1
1781;3;1.781.204;  88.3; -1.0;-1;1
1781;4;1.781.288; 113.8; -1.0;-1;1
1781;5;1.781.371; 174.5; -1.0;-1;1
1781;6;1.781.455; 162.8; -1.0;-1;1
1781;7;1.781.538; 122.5; -1.0;-1;1
1781;8;1.781.623; 110.0; -1.0;-1;1
1781;9;1.781.707;  85.0; -1.0;-1;1
1781;10;1.781.790;  45.5; -1.0;-1;1
1781;11;1.781.874; 111.7; -1.0;-1;1
1781;12;1.781.958;  58.7; -1.0;-1;1
1782;1;1.782.042;  90.0; -1.0;-1;1
1782;2;1.782.123;  62.5; -1.0;-1;1
1782;3;1.782.204;  61.7; -1.0;-1;1
1782;4;1.782.288;  68.3; -1.0;-1;1
1782;5;1.782.371;  90.5; -1.0;-1;1
1782;6;1.782.455;  63.3; -1.0;-1;1
1782;7;1.782.538;  61.7; -1.0;-1;1
1782;8;1.782.623;  73.3; -1.0;-1;1
1782;9;1.782.707;  56.7; -1.0;-1;1
1782;10;1.782.790;  38.7; -1.0;-1;1
1782;11;1.782.874;  52.5; -1.0;-1;1
1782;12;1.782.958;  50.0; -1.0;-1;1
1783;1;1.783.042;  46.7; -1.0;-1;1
1783;2;1.783.123;  64.5; -1.0;-1;1
1783;3;1.783.204;  44.5; -1.0;-1;1
1783;4;1.783.288;  47.2; -1.0;-1;1
1783;5;1.783.371;  38.3; -1.0;-1;1
1783;6;1.783.455;  42.0; -1.0;-1;1
1783;7;1.783.538;  53.7; -1.0;-1;1
1783;8;1.783.623;  33.3; -1.0;-1;1
1783;9;1.783.707;  30.0; -1.0;-1;1
1783;10;1.783.790;  13.3; -1.0;-1;1
1783;11;1.783.874;  25.0; -1.0;-1;1
1783;12;1.783.958;  17.5; -1.0;-1;1
1784;1;1.784.042;  21.7; -1.0;-1;1
1784;2;1.784.124;  13.3; -1.0;-1;1
1784;3;1.784.206;  18.3; -1.0;-1;1
1784;4;1.784.290;  16.7; -1.0;-1;1
1784;5;1.784.373;  10.0; -1.0;-1;1
1784;6;1.784.456;  15.0; -1.0;-1;1
1784;7;1.784.540;  10.0; -1.0;-1;1
1784;8;1.784.624;  16.7; -1.0;-1;1
1784;9;1.784.708;  16.7; -1.0;-1;1
1784;10;1.784.791;  13.3; -1.0;-1;1
1784;11;1.784.874;  28.3; -1.0;-1;1
1784;12;1.784.958;  23.3; -1.0;-1;1
1785;1;1.785.042;  10.8; -1.0;-1;1
1785;2;1.785.123;  13.3; -1.0;-1;1
1785;3;1.785.204;  15.0; -1.0;-1;1
1785;4;1.785.288;  26.2; -1.0;-1;1
1785;5;1.785.371;  34.5; -1.0;-1;1
1785;6;1.785.455;  43.8; -1.0;-1;1
1785;7;1.785.538;  60.5; -1.0;-1;1
1785;8;1.785.623;  33.3; -1.0;-1;1
1785;9;1.785.707;  53.3; -1.0;-1;1
1785;10;1.785.790;  78.7; -1.0;-1;1
1785;11;1.785.874;  67.0; -1.0;-1;1
1785;12;1.785.958;  45.5; -1.0;-1;1
1786;1;1.786.042;  62.0; -1.0;-1;1
1786;2;1.786.123;  79.3; -1.0;-1;1
1786;3;1.786.204;  79.5; -1.0;-1;1
1786;4;1.786.288; 142.3; -1.0;-1;1
1786;5;1.786.371; 153.8; -1.0;-1;1
1786;6;1.786.455;  98.3; -1.0;-1;1
1786;7;1.786.538; 138.3; -1.0;-1;1
1786;8;1.786.623; 149.5; -1.0;-1;1
1786;9;1.786.707; 185.8; -1.0;-1;1
1786;10;1.786.790; 187.2; -1.0;-1;1
1786;11;1.786.874; 193.3; -1.0;-1;1
1786;12;1.786.958; 187.8; -1.0;-1;1
1787;1;1.787.042; 224.5; -1.0;-1;1
1787;2;1.787.123; 176.7; -1.0;-1;1
1787;3;1.787.204; 145.7; -1.0;-1;1
1787;4;1.787.288; 212.0; -1.0;-1;1
1787;5;1.787.371; 224.7; -1.0;-1;1
1787;6;1.787.455; 165.3; -1.0;-1;1
1787;7;1.787.538; 213.3; -1.0;-1;1
1787;8;1.787.623; 228.7; -1.0;-1;1
1787;9;1.787.707; 262.2; -1.0;-1;1
1787;10;1.787.790; 261.7; -1.0;-1;1
1787;11;1.787.874; 235.8; -1.0;-1;1
1787;12;1.787.958; 290.0; -1.0;-1;1
1788;1;1.788.042; 230.0; -1.0;-1;1
1788;2;1.788.124; 215.3; -1.0;-1;1
1788;3;1.788.206; 238.8; -1.0;-1;1
1788;4;1.788.290; 180.8; -1.0;-1;1
1788;5;1.788.373; 188.3; -1.0;-1;1
1788;6;1.788.456; 257.0; -1.0;-1;1
1788;7;1.788.540; 235.8; -1.0;-1;1
1788;8;1.788.624; 226.7; -1.0;-1;1
1788;9;1.788.708; 235.0; -1.0;-1;1
1788;10;1.788.791; 236.7; -1.0;-1;1
1788;11;1.788.874; 157.8; -1.0;-1;1
1788;12;1.788.958; 215.8; -1.0;-1;1
1789;1;1.789.042; 190.0; -1.0;-1;1
1789;2;1.789.123; 208.8; -1.0;-1;1
1789;3;1.789.204; 200.0; -1.0;-1;1
1789;4;1.789.288; 205.5; -1.0;-1;1
1789;5;1.789.371; 205.8; -1.0;-1;1
1789;6;1.789.455; 200.0; -1.0;-1;1
1789;7;1.789.538; 195.0; -1.0;-1;1
1789;8;1.789.623; 171.7; -1.0;-1;1
1789;9;1.789.707; 186.7; -1.0;-1;1
1789;10;1.789.790; 149.5; -1.0;-1;1
1789;11;1.789.874; 223.3; -1.0;-1;1
1789;12;1.789.958; 225.8; -1.0;-1;1
1790;1;1.790.042; 171.7; -1.0;-1;1
1790;2;1.790.123; 212.5; -1.0;-1;1
1790;3;1.790.204; 160.5; -1.0;-1;1
1790;4;1.790.288; 156.7; -1.0;-1;1
1790;5;1.790.371; 155.0; -1.0;-1;1
1790;6;1.790.455; 151.7; -1.0;-1;1
1790;7;1.790.538; 115.5; -1.0;-1;1
1790;8;1.790.623; 145.0; -1.0;-1;1
1790;9;1.790.707; 128.8; -1.0;-1;1
1790;10;1.790.790; 140.5; -1.0;-1;1
1790;11;1.790.874; 136.7; -1.0;-1;1
1790;12;1.790.958; 123.3; -1.0;-1;1
1791;1;1.791.042; 121.2; -1.0;-1;1
1791;2;1.791.123; 103.3; -1.0;-1;1
1791;3;1.791.204; 123.3; -1.0;-1;1
1791;4;1.791.288; 128.7; -1.0;-1;1
1791;5;1.791.371; 122.8; -1.0;-1;1
1791;6;1.791.455; 107.0; -1.0;-1;1
1791;7;1.791.538; 118.3; -1.0;-1;1
1791;8;1.791.623;  71.7; -1.0;-1;1
1791;9;1.791.707; 110.8; -1.0;-1;1
1791;10;1.791.790; 102.8; -1.0;-1;1
1791;11;1.791.874; 111.7; -1.0;-1;1
1791;12;1.791.958; 110.0; -1.0;-1;1
1792;1;1.792.042;  96.7; -1.0;-1;1
1792;2;1.792.124; 106.7; -1.0;-1;1
1792;3;1.792.206; 105.0; -1.0;-1;1
1792;4;1.792.290; 126.2; -1.0;-1;1
1792;5;1.792.373; 103.3; -1.0;-1;1
1792;6;1.792.456; 101.7; -1.0;-1;1
1792;7;1.792.540;  76.3; -1.0;-1;1
1792;8;1.792.624; 100.0; -1.0;-1;1
1792;9;1.792.708;  98.3; -1.0;-1;1
1792;10;1.792.791;  98.3; -1.0;-1;1
1792;11;1.792.874;  95.0; -1.0;-1;1
1792;12;1.792.958;  93.3; -1.0;-1;1
1793;1;1.793.042;  93.3; -1.0;-1;1
1793;2;1.793.123;  91.7; -1.0;-1;1
1793;3;1.793.204;  92.5; -1.0;-1;1
1793;4;1.793.288;  88.3; -1.0;-1;1
1793;5;1.793.371;  87.2; -1.0;-1;1
1793;6;1.793.455;  85.0; -1.0;-1;1
1793;7;1.793.538;  83.3; -1.0;-1;1
1793;8;1.793.623;  48.8; -1.0;-1;1
1793;9;1.793.707;  40.0; -1.0;-1;1
1793;10;1.793.790;  78.3; -1.0;-1;1
1793;11;1.793.874;  73.3; -1.0;-1;1
1793;12;1.793.958;  76.2; -1.0;-1;1
1794;1;1.794.042;  75.0; -1.0;-1;1
1794;2;1.794.123;  73.3; -1.0;-1;1
1794;3;1.794.204;  63.3; -1.0;-1;1
1794;4;1.794.288;  47.3; -1.0;-1;1
1794;5;1.794.371;  92.8; -1.0;-1;1
1794;6;1.794.455;  69.2; -1.0;-1;1
1794;7;1.794.538;  68.3; -1.0;-1;1
1794;8;1.794.623;  66.7; -1.0;-1;1
1794;9;1.794.707;  18.5; -1.0;-1;1
1794;10;1.794.790;  47.5; -1.0;-1;1
1794;11;1.794.874; 112.3; -1.0;-1;1
1794;12;1.794.958;  85.7; -1.0;-1;1
1795;1;1.795.042;  35.7; -1.0;-1;1
1795;2;1.795.123;  66.5; -1.0;-1;1
1795;3;1.795.204;  21.0; -1.0;-1;1
1795;4;1.795.288;  31.0; -1.0;-1;1
1795;5;1.795.371;  51.7; -1.0;-1;1
1795;6;1.795.455;  28.5; -1.0;-1;1
1795;7;1.795.538;  21.5; -1.0;-1;1
1795;8;1.795.623;  42.8; -1.0;-1;1
1795;9;1.795.707;  22.5; -1.0;-1;1
1795;10;1.795.790;  32.5; -1.0;-1;1
1795;11;1.795.874;  41.7; -1.0;-1;1
1795;12;1.795.958;  30.0; -1.0;-1;1
1796;1;1.796.042;  36.7; -1.0;-1;1
1796;2;1.796.124;  39.7; -1.0;-1;1
1796;3;1.796.206;  26.2; -1.0;-1;1
1796;4;1.796.290;  52.8; -1.0;-1;1
1796;5;1.796.373;  35.0; -1.0;-1;1
1796;6;1.796.456;  11.2; -1.0;-1;1
1796;7;1.796.540;  44.8; -1.0;-1;1
1796;8;1.796.624;   2.5; -1.0;-1;1
1796;9;1.796.708;  30.7; -1.0;-1;1
1796;10;1.796.791;  18.3; -1.0;-1;1
1796;11;1.796.874;  14.0; -1.0;-1;1
1796;12;1.796.958;   8.5; -1.0;-1;1
1797;1;1.797.042;  24.0; -1.0;-1;1
1797;2;1.797.123;   7.0; -1.0;-1;1
1797;3;1.797.204;   6.7; -1.0;-1;1
1797;4;1.797.288;   6.7; -1.0;-1;1
1797;5;1.797.371;  12.2; -1.0;-1;1
1797;6;1.797.455;  18.5; -1.0;-1;1
1797;7;1.797.538;   7.2; -1.0;-1;1
1797;8;1.797.623;  10.0; -1.0;-1;1
1797;9;1.797.707;   9.5; -1.0;-1;1
1797;10;1.797.790;  11.5; -1.0;-1;1
1797;11;1.797.874;   9.7; -1.0;-1;1
1797;12;1.797.958;   5.0; -1.0;-1;1
1798;1;1.798.042;   3.3; -1.0;-1;1
1798;2;1.798.123;   6.7; -1.0;-1;1
1798;3;1.798.204;  20.7; -1.0;-1;1
1798;4;1.798.288;   1.8; -1.0;-1;1
1798;5;1.798.371;   0.0; -1.0;-1;1
1798;6;1.798.455;   0.0; -1.0;-1;1
1798;7;1.798.538;   0.0; -1.0;-1;1
1798;8;1.798.623;   5.0; -1.0;-1;1
1798;9;1.798.707;   4.0; -1.0;-1;1
